SUNName,Scene,openAbilities,openRank,manmadeAbilities,manmadeRank,naturalAbilities,closedAbilities,closedRank,naturalRank
c_creek_sun_ayjcucnkjderwoqm,creek_5,-0.052030201,3988,-4.590490616,874,1.468677207,0.99841102,2411,6186
m_mansion_sun_baaengmwoneteegf,mansion_2,-0.053273162,3987,0.994311394,5174,-0.512317059,0.286889099,1793,4089
p_playground_sun_bzcbytiglfpamxno,playground_144,-0.054861683,3986,-0.693944345,2785,-0.995013163,2.952112453,4044,3700
c_canal_urban_sun_busupkdjteeysgde,canal_urban_67,-0.056172986,3985,-0.261125358,3162,0.003593404,2.431271414,3691,4518
s_swimming_pool_outdoor_sun_bmyxoxsauspooggq,swimming_pool_outdoor_34,-0.056875944,3984,-0.108753355,3304,-1.072870854,2.825876517,3965,3638
v_vegetable_garden_sun_booivtaufucdexvz,vegetable_garden_31,-0.057491097,3983,-1.088669284,2569,1.12659938,1.986627525,3332,5738
w_wheat_field_sun_auawgksionqjxykc,wheat_field_40,-0.058053746,3982,-4.070827317,1147,0.804384198,0.578193054,2027,5323
b_botanical_garden_sun_aqncumkrotxnvxli,botanical_garden_28,-0.059132784,3981,-3.009315724,1652,0.773262606,2.528851266,3761,5290
y_yard_sun_atffykywgxewtvir,yard_2,-0.05923768,3980,-3.005555292,1654,0.108882608,2.142922324,3451,4616
w_wheat_field_sun_afofmwjyfklgpalb,wheat_field_11,-0.059666705,3979,-4.272322794,1034,0.696373698,-0.293058199,1290,5220
p_playground_sun_bgrrpclcjqplcioo,playground_41,-0.059908231,3978,0.349595583,3906,-1.336747389,2.175542331,3485,3438
r_river_sun_ajlrcoagxvonwgwn,river_14,-0.060305289,3977,-4.309590339,1013,2.513523482,-0.581716913,1034,6903
p_putting_green_sun_bteojilkrrifycnb,putting_green_17,-0.061691269,3976,-1.061369519,2582,-0.626741186,0.773019558,2192,3993
m_mountain_sun_bfpaqdemyawwwahn,mountain_snowy_62,-0.062611842,3975,-6.165422467,281,1.261531687,0.152162459,1678,5915
b_badlands_sun_bvrjcpxylxoyalpu,badlands_116,-0.066612067,3974,-7.258722445,112,2.109596078,-0.209250679,1361,6733
s_swimming_pool_outdoor_sun_bqieitgsvnnndync,swimming_pool_outdoor_43,-0.068217338,3973,-0.620561042,2850,-0.789718519,2.804927483,3952,3861
b_botanical_garden_sun_ajoveqhiprwqgoco,botanical_garden_16,-0.068335334,3972,-4.660421229,835,2.405340188,2.82072997,3961,6866
a_abbey_sun_aennbjpzlsadxbao,abbey_17,-0.071614635,3971,-0.88679297,2661,1.368616975,2.583180119,3796,6052
k_kasbah_sun_abmeycbiroafvvoi,kasbah_2,-0.072412272,3970,0.298596672,3821,-1.286104426,0.65988813,2099,3478
g_general_store_outdoor_sun_bjprjjdoxknslaai,general_store_outdoor_20,-0.072826192,3969,-0.367164504,3046,-0.810477058,2.944643799,4038,3845
o_orchard_sun_awwpkjbfhwknkaoa,orchard_59,-0.076793284,3968,-2.452278701,1927,0.53377692,-0.799433528,828,5054
s_swimming_pool_outdoor_sun_boyportymdhgvosi,swimming_pool_outdoor_39,-0.076880836,3967,0.058174861,3508,-0.809872887,0.840203369,2267,3847
c_creek_sun_bedtcxuynvzwvdvm,creek_24,-0.076961053,3966,-4.344002568,996,1.412564312,2.292783145,3589,6111
g_general_store_outdoor_sun_bhytqamimmpgtoaw,general_store_outdoor_18,-0.07903108,3965,0.664211875,4487,-1.177085909,1.783258529,3146,3564
b_barn_sun_axrypozrxmmumkyi,barn_38,-0.079094478,3964,0.312240813,3839,0.019790694,2.13773549,3445,4538
m_moat_water_sun_bxajlqebyytmiazi,moat_water_23,-0.079791704,3963,0.450846032,4062,-0.637599573,2.600154271,3813,3981
c_creek_sun_bjlkadmnocrmxyfz,creek_38,-0.07985717,3962,-5.559670036,439,2.664362099,2.209888008,3517,6944
p_putting_green_sun_bbtjyvcuupwnwijw,putting_green_3,-0.079982124,3961,-2.25182924,2026,-1.057452639,1.207113031,2611,3650
f_forest_path_sun_aitbkepknxksdxcj,forest_broadleaf_15,-0.080807515,3960,-3.567764281,1410,0.75425068,2.154790898,3464,5268
a_aqueduct_sun_amqesbzvivvecddd,aqueduct_44,-0.083267662,3959,-3.784310596,1294,1.183636126,-0.79872233,831,5814
p_playground_sun_bmwjkuwpiettkpuq,playground_73,-0.087357612,3958,-0.662417675,2812,-0.941003029,3.404935881,4335,3748
p_playground_sun_bosblbayphxfhosm,playground_82,-0.088022957,3957,0.87486943,4919,-1.4599696,1.638088835,2996,3329
p_picnic_area_sun_abefjlohrgeypwlr,picnic_area_1,-0.089514468,3956,-1.930075261,2174,-1.270697088,1.969234989,3318,3492
c_creek_sun_bjjoxqichbeyyscr,creek_37,-0.089676938,3955,-3.106788852,1620,0.969620918,0.950774669,2371,5513
u_underwater_coral_reef_sun_alruuhkyqytwxdle,underwater_coral_reef_10,-0.090348637,3954,-5.858628529,363,1.65539842,1.686627149,3047,6378
m_mansion_sun_bvekfnmsettpbtwq,mansion_66,-0.090454226,3953,0.543269443,4242,-0.237486256,1.04330095,2456,4306
s_street_sun_bljlfxmeipitxcpz,street_18,-0.090478682,3952,0.034284712,3473,-0.722313721,1.851656135,3209,3904
h_highway_sun_bhfvexmnwejslnjw,highway_94,-0.090550613,3951,-0.006955841,3431,-1.69799884,1.663723981,3030,3135
d_driveway_sun_aqyuletrvbhipiip,driveway_39,-0.094340491,3950,0.025440651,3462,-0.756211708,1.171356763,2571,3878
f_forest_broadleaf_sun_bhczjvotxbipnfwt,forest_broadleaf_3,-0.094749588,3949,-4.701526206,816,1.189773072,1.409805154,2779,5822
p_picnic_area_sun_bvirrnyibadmpfvb,picnic_area_22,-0.094968774,3948,-1.084968224,2572,-0.454534673,2.359500869,3639,4126
f_forest_road_sun_byfcziplcletmwop,forest_path_47,-0.096063216,3947,-4.532878055,904,0.77617475,2.398504238,3670,5295
p_pavilion_sun_bsmnotyszoxrjflt,pavilion_19,-0.097542193,3946,-0.199508957,3230,-1.297276512,3.208751383,4225,3469
p_playground_sun_bpousywamvxregsj,playground_95,-0.097706745,3945,-0.640713081,2836,-0.741561325,1.695719031,3053,3888
b_barn_sun_aufqgvvxtbqchiyn,barn_30,-0.099330987,3944,-1.235913506,2494,-0.168011692,1.50317281,2861,4364
a_amphitheater_sun_axrwrqkqcdkfsfai,amphitheater_26,-0.099980801,3943,0.654087383,4463,-2.426720794,1.766145844,3130,2581
m_mountain_snowy_sun_bmbzfsttyavrtmyc,mountain_snowy_17,-0.100707826,3942,-3.433320871,1494,1.057253949,1.169678829,2569,5638
s_swimming_pool_outdoor_sun_bllihrpbuxcpxauu,swimming_pool_outdoor_30,-0.101234407,3941,-0.266552764,3160,-1.78989512,2.064777469,3380,3087
o_office_building_sun_bcvoghgugfefvjuj,office_building_3,-0.10198375,3940,1.094172698,5382,-0.741567602,0.596484546,2047,3887
a_arch_sun_bobpholdjtxszdqk,arch_12,-0.102517755,3939,-0.698134684,2780,-1.564591619,1.273413755,2657,3250
p_picnic_area_sun_bpoccununavqtegk,picnic_area_15,-0.103393094,3938,-1.78765154,2247,-0.358608986,2.335285758,3621,4201
c_cottage_garden_sun_aggqlcvrzlmvqtka,cottage_garden_12,-0.104247764,3937,-1.749185444,2267,0.33159696,1.006862004,2419,4829
p_playground_sun_bjxtkjavbhuarzsl,playground_59,-0.105149902,3936,-0.031462368,3396,-2.035590545,3.130711686,4162,2904
c_cabin_outdoor_sun_aoxqwdzhtrxrgthw,cabin_outdoor_26,-0.108019074,3935,-0.341219852,3080,-0.635217381,2.596427492,3811,3986
p_pavilion_sun_bppdeiohpqykarfn,pavilion_17,-0.108705671,3934,-1.232828722,2495,-0.078061196,1.626315314,2985,4440
p_park_sun_bomffpfajpqsmmpu,parking_lot_67,-0.11025876,3933,0.817985578,4788,-1.978138063,2.812451106,3956,2938
f_forest_needleleaf_sun_btuxytomiyjhaqan,forest_road_10,-0.11079802,3932,-3.00935755,1651,0.956157627,-0.335255879,1246,5489
g_general_store_outdoor_sun_blwxqvbzflfzajwb,general_store_outdoor_25,-0.111706692,3931,-0.129291986,3281,-1.555607885,1.43212464,2795,3258
b_badlands_sun_bsnccfsrwquqdfii,badlands_104,-0.114217533,3930,-5.386818537,501,1.225767312,0.681355397,2116,5871
m_manufactured_home_sun_bjtknzhojytgelwg,manufactured_home_31,-0.115719976,3929,0.086366345,3542,-0.290918988,1.334477764,2722,4259
h_highway_sun_bcsfqzqxmxsxejtu,highway_60,-0.116231715,3928,1.983295141,6626,-2.296373499,2.21436193,3521,2700
a_abbey_sun_aamvxnvouicstkjb,abbey_4,-0.117721807,3927,-0.072522535,3346,-0.449235321,1.584821361,2943,4130
s_swimming_pool_outdoor_sun_bhsmqysuhwqsbqkh,swimming_pool_outdoor_21,-0.117849073,3926,-1.109058499,2554,-0.502612167,0.870679327,2289,4100
s_street_sun_bjfmkyfhwypjwxfg,street_15,-0.122119811,3925,0.526858462,4206,-1.567827856,2.207479867,3515,3247
m_manufactured_home_sun_bmddfdldsvvfrhuh,manufactured_home_39,-0.122289954,3924,-0.134214849,3275,-0.118460849,1.943488044,3295,4400
c_cabin_outdoor_sun_bxgloeychjvfslqg,cabin_outdoor_81,-0.125490668,3923,-1.831303871,2231,-0.273818632,1.774526676,3137,4277
p_playground_sun_biiulbssbqvlizzv,playground_50,-0.125672621,3922,0.135884665,3600,-1.137066494,2.628928791,3840,3595
p_pond_sun_bigdbrahtytyqlfo,pond_22,-0.127122654,3921,-5.056223485,644,1.408856839,2.037087065,3363,6103
o_office_sun_browekuzpeaznefy,office_building_34,-0.127431775,3920,1.627994314,6254,-2.807732138,1.650248597,3015,2190
b_ballroom_sun_aooffzffbhcpirmm,ballroom_8,-0.127591608,3919,0.193189348,3672,-2.330364313,2.830163413,3971,2674
o_orchard_sun_aagimqruugtmhthy,orchard_1,-0.128451827,3918,-2.978234312,1667,1.210753882,1.884939083,3240,5852
p_parking_lot_sun_bclxhxzvuyvnjpwr,parking_garage_outdoor_3,-0.129471422,3917,0.459001307,4076,-2.163531362,2.356565316,3637,2806
b_barn_sun_anbplubftvzhcafz,barn_21,-0.130219855,3916,-0.974376152,2617,-0.230957911,2.514560776,3747,4316
h_highway_sun_bhwpklaepsybzqdd,highway_99,-0.130659213,3915,1.137258693,5467,-2.548394609,0.990695006,2403,2478
p_playground_sun_bvemhbssciqffzjh,playground_124,-0.134244253,3914,-0.268354662,3159,-0.461390833,1.894323284,3250,4123
i_ice_floe_sun_bwwzgyontxgvudgu,ice_floe_14,-0.136256335,3913,-5.225905233,568,0.280898219,0.889365617,2307,4780
m_mansion_sun_bhuqfknykisszgjs,mansion_25,-0.138179953,3912,0.360509386,3922,-0.391222452,2.001141989,3341,4175
c_creek_sun_bamdjlbjujfmodxd,creek_9,-0.138428157,3911,-3.572367118,1407,1.78262364,0.904939743,2322,6503
p_playground_sun_bsviwjsknrrxivej,playground_112,-0.138651742,3910,0.164493025,3633,-1.035448706,2.451366416,3703,3662
s_street_sun_bihnhneyzsrzbaxz,street_13,-0.138735375,3909,1.559827415,6156,-1.920939628,1.031659447,2448,2977
b_basilica_sun_blsbpqjmkatjrdcb,basilica_4,-0.139817728,3908,2.117508556,6717,-1.910517449,0.627607564,2076,2982
m_mansion_sun_bcwnkbnatxiyadal,mansion_10,-0.139820586,3907,0.99130937,5167,-1.196925954,1.021003557,2437,3538
c_canal_natural_sun_bxettbrhrreijgzb,canal_natural_27,-0.141329184,3906,-2.037526426,2135,-0.220104796,1.13032893,2529,4323
p_playground_sun_bqjbpackkwjfpenb,playground_98,-0.143294278,3905,1.359744744,5856,-1.162524984,1.691164517,3049,3577
c_cottage_garden_sun_amoqwznzgwikwfsl,cottage_garden_23,-0.144148676,3904,-1.983995899,2157,-0.32133964,1.941987434,3294,4234
s_ski_slope_sun_bdxfugsmsvhzhtlc,ski_resort_5,-0.144167175,3903,-0.022370198,3402,-0.132014068,1.051490426,2464,4389
p_palace_sun_bcyufitsfbcrhooe,palace_8,-0.144722723,3902,1.406733621,5931,-1.677272413,2.463759877,3715,3156
s_street_sun_bkuwjvdjllkbkzvo,street_16,-0.144976936,3901,1.875240822,6521,-1.0268123,0.677780994,2111,3669
o_office_sun_akpmnledfyjbjmoc,office_building_29,-0.146684716,3900,0.973336392,5125,-0.963595745,1.979535189,3324,3733
f_forest_path_sun_avkpuabflorhegkh,forest_broadleaf_22,-0.146881509,3899,-4.756487802,789,0.846362938,1.468359555,2832,5378
c_creek_sun_bwvcxtndcznpifmf,creek_84,-0.148463355,3898,-4.392527476,966,1.103567946,2.470204688,3722,5712
o_office_sun_aqjjgmmvxwixjfmv,office_building_31,-0.149864649,3897,1.292064025,5746,-1.967776755,1.161539258,2563,2943
p_playground_sun_bvgkewyofusabyjk,playground_125,-0.151706366,3896,-0.076919558,3337,-1.476128291,2.293149379,3590,3314
o_orchard_sun_bldygmbaylllmahh,orchard_75,-0.153616492,3895,-4.873068038,735,1.183481454,1.233029041,2628,5813
y_yard_sun_brfztiomfuqttdrt,yard_28,-0.154192894,3894,-0.326611733,3102,0.241465546,1.160509201,2561,4740
f_forest_needleleaf_sun_bzvldfwaopjftans,forest_path_11,-0.154356488,3893,-5.525248922,453,2.626656118,1.094257097,2498,6935
a_apartment_building_outdoor_sun_ajeaglsddupajlyh,apartment_building_outdoor_31,-0.156437878,3892,2.209030367,6781,-1.159662805,1.251890225,2646,3581
v_vegetable_garden_sun_bctxnmayzjwawivc,vegetable_garden_17,-0.15880262,3891,-1.30751991,2455,-0.509667874,1.241195444,2634,4091
p_pasture_sun_bpucyezcbulgurmc,pasture_104,-0.159555684,3890,-5.428854187,484,2.397000218,0.769058364,2191,6864
p_playground_sun_bwvytpjwyvayacho,playground_135,-0.161676958,3889,0.251774649,3757,-2.223430697,2.13614291,3443,2754
c_canal_urban_sun_bkmhjagrnrmrakiz,canal_urban_47,-0.162797865,3888,0.544044152,4243,-0.547620045,1.528993249,2882,4057
p_playground_sun_axxusqslvcrwokxc,playground_6,-0.162856705,3887,0.484418911,4120,-1.23873606,2.159637958,3466,3507
y_yard_sun_bnfrlmmujsemferx,yard_20,-0.163641183,3886,-1.327910782,2446,0.231615056,0.729276906,2150,4728
s_swimming_pool_outdoor_sun_bsqafhsfasbmwvbj,swimming_pool_outdoor_51,-0.167014804,3885,-0.726481171,2764,-0.52064798,1.544189266,2898,4082
h_highway_sun_bryyvcjzlyzqgygk,highway_186,-0.167395488,3884,1.252791347,5679,-1.86863942,1.501294788,2859,3015
a_alley_sun_ankijbdajssgvnme,alley_11,-0.168116416,3883,0.144010672,3612,-1.881598663,4.154478219,4823,3004
c_cabin_outdoor_sun_bnsxdhbsafbdyncy,cabin_outdoor_64,-0.168732081,3882,-0.89099371,2659,0.988086369,2.080912301,3394,5537
c_cottage_garden_sun_aegvcwvnndzvjxbn,cottage_garden_8,-0.168771064,3881,-4.163574742,1093,1.267291985,1.037031532,2453,5921
a_aqueduct_sun_adpmfijtmvezvdtl,aqueduct_10,-0.16970126,3880,0.008949237,3448,-1.022285755,1.521541997,2877,3676
c_creek_sun_brdfinnnkhpdpcov,creek_66,-0.172182524,3879,-4.719805597,806,1.561400422,1.1128823,2515,6290
p_picnic_area_sun_bbmbwwayihjktmqb,picnic_area_5,-0.17381405,3878,-1.84903316,2215,0.413618773,2.145673824,3453,4905
s_ski_slope_sun_brwetbzahpuoatgt,ski_slope_23,-0.174005334,3877,-1.125932116,2548,0.172305321,2.340621595,3625,4672
t_tree_farm_sun_buvambxlqaguxlhl,tree_house_10,-0.174400063,3876,-1.846476639,2219,0.272704688,1.324150076,2711,4773
p_playground_sun_bzibtqyuibqthubm,playground_145,-0.175306054,3875,-0.970041731,2620,-0.53268031,3.082871608,4129,4070
v_vegetable_garden_sun_ajjloovyzvmmnrzk,vegetable_garden_2,-0.175557816,3874,-1.463242387,2386,0.50438193,1.642216228,3003,5025
b_barn_sun_atxholwvimvaiypq,barn_29,-0.175693338,3873,-1.113318911,2552,-0.767271956,1.633682433,2991,3873
a_apartment_building_outdoor_sun_abgdbewwwolxcqjs,apartment_building_outdoor_12,-0.177101244,3872,1.923504997,6566,-2.024000336,1.618468764,2978,2909
m_moat_water_sun_bzfbtgjapygodhxo,moat_water_31,-0.179027193,3871,0.370521291,3935,-0.248764573,0.227531738,1746,4298
p_playground_sun_bncpyvieshfyybvf,playground_75,-0.179726569,3870,-0.26859162,3158,-1.423387332,1.612183689,2972,3359
b_botanical_garden_sun_ajwacughhjxewlvz,botanical_garden_18,-0.181077604,3869,-3.634067999,1378,1.311836855,0.964787304,2387,5980
c_canal_urban_sun_bxcfyuifxqgqdcwn,canal_urban_75,-0.181313176,3868,-0.337539573,3087,0.423365373,0.81533618,2240,4922
g_general_store_outdoor_sun_bkmxrgnoxhznisgt,general_store_outdoor_22,-0.18204631,3867,0.219876014,3716,-1.90554829,2.939111516,4033,2984
s_swimming_pool_outdoor_sun_blznlpkvkgmbqnfy,swimming_pool_outdoor_31,-0.182494554,3866,-0.275644378,3147,-0.30085217,1.448248319,2817,4251
s_swimming_pool_outdoor_sun_bcccbclgbgylfhgf,swimming_pool_indoor_14,-0.184049653,3865,0.37374769,3942,-1.276354671,1.908732903,3263,3484
b_basilica_sun_bljlcmlslrnbmyrw,basilica_3,-0.185609554,3864,0.992213845,5169,-0.749777742,2.215280294,3522,3881
s_swimming_pool_outdoor_sun_baahrmmyiefumlgx,swimming_pool_outdoor_12,-0.187491883,3863,-0.406527797,3005,-1.183534645,1.316900565,2698,3556
s_swimming_pool_outdoor_sun_bdgopsmqircgvoax,swimming_pool_indoor_15,-0.187808995,3862,-0.379140511,3035,-0.92655349,2.491677823,3736,3755
a_aqueduct_sun_agkqopupqtdgedfx,aqueduct_25,-0.187953949,3861,-1.015892403,2603,0.153668149,1.739114071,3096,4652
h_highway_sun_allyzeegmzmqzkya,highway_14,-0.188343897,3860,0.793781232,4728,-1.032379451,1.245043026,2638,3665
m_mansion_sun_bclmldsixkubrlmd,mansion_9,-0.189934026,3859,1.049072485,5285,-1.905210282,2.625795475,3837,2985
a_art_gallery_sun_cqdjlkumiyunypjn,art_studio_9,-0.191261709,3858,0.34680259,3901,-2.37068684,3.74047129,4526,2633
o_orchard_sun_aflojskatpeqyzqp,orchard_21,-0.192402202,3857,-5.287514498,542,0.518097497,1.491009822,2847,5035
m_mansion_sun_bfzdwapngqtzlnzs,mansion_17,-0.192884419,3856,0.865249565,4900,-1.207749181,2.618049486,3826,3531
m_mansion_sun_blehfrjewipgybiw,mansion_36,-0.194545593,3855,0.361387538,3925,-1.198934123,0.754595316,2176,3536
a_abbey_sun_adbutqsfuzkgmrwy,abbey_13,-0.194854586,3854,0.660909969,4477,-0.680989374,1.718220301,3076,3951
p_playground_sun_bbgzuwnafsiyobtr,playground_11,-0.195210105,3853,-1.189573587,2510,0.169970135,0.728422022,2148,4670
p_patio_sun_bzxqmgfjvatbsqvq,patio_33,-0.197455276,3852,0.698827937,4554,-1.429219029,2.402433838,3672,3349
p_putting_green_sun_bltkizldlxrbpkvw,putting_green_11,-0.19801285,3851,-0.717842531,2770,-0.969182288,1.574206442,2929,3723
c_canal_urban_sun_bxxjzuukzmvfmndi,canal_urban_77,-0.200416316,3850,0.278164587,3800,-0.829698018,2.753974423,3934,3833
u_underwater_coral_reef_sun_biodlfxwtatsuloc,underwater_coral_reef_35,-0.200524796,3849,-7.006528232,139,1.332324441,1.755263421,3113,6004
p_parking_lot_sun_brkrsolnyniwywjy,parking_lot_29,-0.201671997,3848,0.859095347,4882,-2.278251145,1.438233866,2805,2710
s_swimming_pool_indoor_sun_bwinrvduphborrvm,swimming_pool_outdoor_8,-0.201781929,3847,0.703585646,4567,-1.532382935,2.129502747,3429,3272
c_canal_urban_sun_bzucmagypgzygqma,canal_urban_86,-0.202253643,3846,0.354515393,3913,-0.667333306,2.742371077,3925,3954
c_cabin_outdoor_sun_afjnbldlkryenvxn,cabin_outdoor_12,-0.20257756,3845,0.726252797,4608,-0.916690363,2.869141405,3990,3764
c_cabin_outdoor_sun_bqpbecundevwhpmw,cabin_outdoor_70,-0.203957799,3844,-0.306712366,3115,-0.723535139,2.634152832,3846,3903
m_mansion_sun_beyoucghnxzhjoac,mansion_13,-0.204005396,3843,1.706490684,6357,-1.630046466,2.003950681,3346,3198
h_harbor_sun_breoaiizcipfnqab,harbor_8,-0.204231232,3842,-0.23679654,3186,-1.383992794,1.079503273,2486,3394
v_viaduct_sun_bwrxnfdfzyznnbtd,viaduct_47,-0.20597511,3841,-0.658514215,2819,0.155525051,0.466479719,1937,4655
s_swimming_pool_indoor_sun_bsckmjlqsczsayzv,swimming_pool_outdoor_6,-0.206005157,3840,-0.365032413,3053,-1.465032997,3.281616943,4271,3325
h_highway_sun_bxbejpebjajnyjov,highway_226,-0.209347373,3839,2.032875072,6657,-2.288623054,1.51744306,2873,2704
r_rainforest_sun_amnyqhtcnmthazfl,rainforest_9,-0.209501877,3838,-3.395267754,1506,1.462629271,1.764872913,3129,6175
k_kasbah_sun_ahevylroetkkzukh,kasbah_10,-0.210796987,3837,-2.024683944,2138,0.29364884,2.196378916,3500,4788
c_canal_urban_sun_beyzinlitchmoklt,canal_urban_38,-0.213074716,3836,1.526177929,6106,-0.8820701,1.493988807,2852,3789
v_vegetable_garden_sun_beyisochemkvbrqu,vegetable_garden_22,-0.216026317,3835,-0.85108711,2695,-0.424068519,0.794614327,2217,4152
c_creek_sun_bjhskbeprwcrmebx,creek_36,-0.216763352,3834,-4.433126391,947,1.112283976,0.417287707,1901,5722
u_underwater_coral_reef_sun_abicfwwrncktinla,underwater_coral_reef_1,-0.21753879,3833,-7.112978895,133,1.862776494,1.597413945,2956,6563
c_creek_sun_bdgyqridabapcaqk,creek_18,-0.21901847,3832,-4.203788625,1071,0.193518055,0.516565539,1978,4693
a_amphitheater_sun_arravhdhihnuipof,amphitheater_23,-0.219589266,3831,0.866041323,4903,-1.383512359,1.581319941,2941,3395
c_cottage_garden_sun_allihrpbuxcpxauu,cottage_garden_20,-0.221803824,3830,-3.569299283,1409,1.085611141,0.537036708,1995,5686
m_mansion_sun_bftfftithzbibbiy,mansion_15,-0.223587732,3829,-0.205027154,3227,0.300043453,2.680169588,3871,4799
b_barn_sun_bnzcizmmlzirjubc,barn_42,-0.223728631,3828,-0.32782759,3099,0.255281483,1.791926506,3152,4759
f_forest_broadleaf_sun_bdjlztcrvglmpabo,forest_needleleaf_2,-0.223958349,3827,-4.289887153,1027,2.275151784,0.631200754,2078,6812
c_creek_sun_bgnarkcracmlnlhn,creek_31,-0.224310499,3826,-3.447224638,1478,3.422994054,1.599341257,2957,7018
o_office_building_sun_bgasifgwhidxhcfo,office_building_5,-0.225132186,3825,2.357632247,6850,-2.376639594,2.322661175,3606,2628
s_street_sun_bbisansxxigfjebn,street_6,-0.22616952,3824,0.842100489,4842,-1.116556627,2.635619979,3849,3607
v_vegetable_garden_sun_bkhsdwauvqgtfrye,vegetable_garden_28,-0.226752513,3823,-1.786726311,2248,-0.009069228,1.751183573,3109,4498
p_playground_sun_bjbgfkvtecsrvufn,playground_52,-0.227236451,3822,0.197997967,3681,-0.911231361,2.820749953,3962,3769
a_amphitheater_sun_cyosrpzpnvcpuojj,amphitheater_47,-0.228805627,3821,-0.250709922,3173,-2.183722431,2.009224394,3351,2782
c_cabin_outdoor_sun_bohohvxbwbsvskat,cabin_outdoor_66,-0.229373803,3820,-0.04389228,3382,-0.593949778,3.025256457,4095,4018
b_botanical_garden_sun_aiuhwofaknavsqzr,botanical_garden_15,-0.229920207,3819,-3.106628475,1621,-0.190651795,1.209585392,2613,4347
h_highway_sun_bvgsyrrrvqwmclew,highway_208,-0.230954421,3818,0.860079735,4885,-1.991582809,0.789230707,2211,2928
m_manufactured_home_sun_byiqwplpvnfjydto,manufactured_home_78,-0.232756091,3817,-0.194598792,3235,-2.443838612,3.406161455,4337,2572
p_parking_lot_sun_bveppixbphbzcuqe,parking_lot_43,-0.232808756,3816,0.207066307,3698,-0.900988032,2.673027161,3868,3774
o_orchard_sun_brwmzlwcjggpeplx,orchard_80,-0.236468874,3815,-2.306771559,2006,1.074965064,2.352505547,3634,5668
o_office_sun_bqztysnfffcbvhda,office_building_33,-0.236557021,3814,0.698901291,4555,-1.689684919,1.547961894,2904,3147
h_highway_sun_bgstndihgddimjcb,highway_90,-0.237426253,3813,1.00751757,5203,-1.696116873,2.059988327,3376,3138
m_mansion_sun_bssmkzynuplajivc,mansion_55,-0.239378908,3812,0.193966589,3676,-1.377377024,2.222157707,3537,3400
c_canal_natural_sun_bjwswcjzfbisaoey,canal_urban_13,-0.239730419,3811,1.13801104,5470,-0.090163583,0.874704272,2293,4430
c_cabin_outdoor_sun_argzurzegflzoefs,cabin_outdoor_28,-0.240468701,3810,0.115694774,3575,0.060833643,2.364825903,3645,4576
b_ballroom_sun_axzjucxroftekpvr,ballroom_12,-0.242334477,3809,1.542669089,6131,-2.942595843,3.26086008,4258,2016
a_arch_sun_bvsozlmhrkhpuzup,arch_14,-0.243880912,3808,0.326827496,3874,-1.460997088,2.162732616,3472,3327
a_apartment_building_outdoor_sun_aykebcjoaqgoegfq,apartment_building_outdoor_68,-0.244613402,3807,0.490867308,4134,-2.270526245,2.452067081,3705,2715
p_playground_sun_bhtdmguxwylkjwqm,playground_47,-0.245646456,3806,0.634321688,4423,-1.929546265,2.089834908,3404,2971
s_swimming_pool_outdoor_sun_bivkujwxgarlyfuy,swimming_pool_outdoor_28,-0.246424268,3805,-0.038875444,3387,-0.629565827,2.918340616,4024,3990
a_apartment_building_outdoor_sun_aaqmvdfxgsvtujlu,apartment_building_outdoor_6,-0.247098884,3804,1.529780798,6116,-2.0834743,1.006391047,2417,2862
h_highway_sun_bhskykvozosdnhzg,highway_98,-0.248016377,3803,0.920651268,5005,-1.682455564,1.187721549,2592,3153
c_cabin_outdoor_sun_afyiordjfwofpafr,cabin_outdoor_13,-0.249746283,3802,1.45434745,6003,-1.350126322,2.161446606,3469,3426
p_playground_sun_beuakcepyfluuckl,playground_27,-0.250345244,3801,-1.596853556,2326,-1.117343962,1.833804559,3203,3604
d_driveway_sun_adfrsjorwxegijpy,driveway_5,-0.251024897,3800,0.267705499,3783,-1.62721115,2.142267795,3450,3203
c_creek_sun_bdfadayhjsvrrocs,creek_17,-0.253496341,3799,-3.87084321,1249,1.172267992,0.761974381,2181,5802
v_vegetable_garden_sun_btmhprixdccxvvaf,vegetable_garden_34,-0.257393804,3798,-2.644765711,1846,0.439645017,2.103884726,3409,4947
c_cabin_outdoor_sun_abzescwztnjtijjw,cabin_outdoor_3,-0.258489183,3797,-0.54460897,2891,0.550242269,3.276268702,4267,5071
m_manufactured_home_sun_bacxxvaexwweayna,manufactured_home_1,-0.259417865,3796,0.204164617,3693,-1.572815966,2.082693796,3396,3242
b_beach_sun_bimrcuvmjyfcoety,beach_27,-0.259947308,3795,-3.934661149,1215,1.116509151,-0.4687288,1132,5729
v_vegetable_garden_sun_byssivllnngjpiip,vegetable_garden_43,-0.261128502,3794,-2.965838036,1670,0.230126341,0.605780013,2058,4726
c_cabin_outdoor_sun_aezkycplyfsroklq,cabin_outdoor_9,-0.262352082,3793,-0.225683425,3196,-0.30701344,2.446671782,3697,4247
c_cottage_garden_sun_bkvbftagkralxhkw,cottage_garden_53,-0.263172713,3792,-4.984280465,679,2.123494598,1.648918756,3014,6744
s_swimming_pool_indoor_sun_blowluhcfgrewecw,swimming_pool_indoor_4,-0.266177277,3791,0.264288465,3776,-4.088287359,2.871702097,3993,562
f_forest_broadleaf_sun_bodycucvmqlkeuvh,forest_needleleaf_5,-0.266244915,3790,-4.726836003,800,0.604485416,0.470983373,1941,5126
